"","X","Station","Species","DateTimeOriginal","Date","Time","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","Directory","FileName","metadata_Species","HierarchicalSubject","DateTime2","Date2"
"978",1711,"CB18P12","Conepatus leuconotus","27/06/2018 21:20:00","27/06/2018","21:20:13",0,0,0,0,"Imagenes_renombradas/CB18P12","CB18P12__2018-06-27__21-20-13(1).JPG","Conepatus leuconotus","Species|Conepatus leuconotus","2018-06-27 21:20:00","2018-06-27"
"979",1712,"CB18P12","Conepatus leuconotus","29/06/2018 20:53:00","29/06/2018","20:53:33",167595,2793,46.5,1.9,"Imagenes_renombradas/CB18P12","CB18P12__2018-06-29__20-53-33(1).JPG","Conepatus leuconotus","Species|Conepatus leuconotus","2018-06-29 20:53:00","2018-06-29"
"980",1713,"CB18P12","Conepatus leuconotus","29/06/2018 21:53:00","29/06/2018","21:53:33",3600,60,1,0,"Imagenes_renombradas/CB18P12","CB18P12__2018-06-29__21-53-33(1).JPG","Conepatus leuconotus","Species|Conepatus leuconotus","2018-06-29 21:53:00","2018-06-29"
"981",1714,"CB18P12","Odocoileus virginianus","21/05/2018 22:41:00","21/05/2018","22:41:03",0,0,0,0,"Imagenes_renombradas/CB18P12","CB18P12__2018-05-21__22-41-03(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-21 22:41:00","2018-05-21"
"982",1715,"CB18P12","Odocoileus virginianus","01/06/2018 8:44:00","1/06/2018","8:44:33",900186,15003,250.1,10.4,"Imagenes_renombradas/CB18P12","CB18P12__2018-06-01__08-44-33(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-01 08:44:00","2018-06-01"
"983",1716,"CB18P12","Odocoileus virginianus","11/06/2018 9:30:00","11/06/2018","9:30:53",866777,14446,240.8,10,"Imagenes_renombradas/CB18P12","CB18P12__2018-06-11__09-30-53(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-11 09:30:00","2018-06-11"
"984",1717,"CB18P12","Odocoileus virginianus","30/06/2018 10:46:00","30/06/2018","10:46:59",1646165,27436,457.3,19.1,"Imagenes_renombradas/CB18P12","CB18P12__2018-06-30__10-46-59(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-30 10:46:00","2018-06-30"
"985",1718,"CB18P12","Odocoileus virginianus","03/07/2018 15:44:00","3/07/2018","15:44:49",273468,4558,76,3.2,"Imagenes_renombradas/CB18P12","CB18P12__2018-07-03__15-44-49(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-07-03 15:44:00","2018-07-03"
"986",1719,"CB18P12","Odocoileus virginianus","13/07/2018 14:08:00","13/07/2018","14:08:30",854619,14244,237.4,9.9,"Imagenes_renombradas/CB18P12","CB18P12__2018-07-13__14-08-30(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-07-13 14:08:00","2018-07-13"
"987",1720,"CB18P12","Odocoileus virginianus","16/07/2018 10:55:00","16/07/2018","10:55:54",244042,4067,67.8,2.8,"Imagenes_renombradas/CB18P12","CB18P12__2018-07-16__10-55-54(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-07-16 10:55:00","2018-07-16"
"988",1721,"CB18P12","Odocoileus virginianus","16/07/2018 18:20:00","16/07/2018","18:20:37",23081,385,6.4,0.3,"Imagenes_renombradas/CB18P12","CB18P12__2018-07-16__18-20-37(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-07-16 18:20:00","2018-07-16"
"989",1722,"CB18P12","Odocoileus virginianus","29/07/2018 17:09:00","29/07/2018","17:09:27",1115328,18589,309.8,12.9,"Imagenes_renombradas/CB18P12","CB18P12__2018-07-29__17-09-27(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-07-29 17:09:00","2018-07-29"
"990",1723,"CB18P12","Odocoileus virginianus","06/08/2018 6:44:00","6/08/2018","6:44:47",650044,10834,180.6,7.5,"Imagenes_renombradas/CB18P12","CB18P12__2018-08-06__06-44-47(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-08-06 06:44:00","2018-08-06"
"991",1724,"CB18P12","Pecari tajacu","24/06/2018 6:47:00","24/06/2018","6:47:46",0,0,0,0,"Imagenes_renombradas/CB18P12","CB18P12__2018-06-24__06-47-46(1).JPG","Pecari tajacu","Species|Pecari tajacu","2018-06-24 06:47:00","2018-06-24"
"992",1725,"CB18P12","Pecari tajacu","10/07/2018 7:38:00","10/07/2018","7:38:24",1381794,23030,383.8,16,"Imagenes_renombradas/CB18P12","CB18P12__2018-07-10__07-38-24(1).JPG","Pecari tajacu","Species|Pecari tajacu","2018-07-10 07:38:00","2018-07-10"
"993",1726,"CB18P12","Sylvilagus floridanus","22/06/2018 2:04:00","22/06/2018","2:04:06",0,0,0,0,"Imagenes_renombradas/CB18P12","CB18P12__2018-06-22__02-04-06(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-22 02:04:00","2018-06-22"
"994",1727,"CB18P12","Sylvilagus floridanus","22/06/2018 3:04:00","22/06/2018","3:04:06",3600,60,1,0,"Imagenes_renombradas/CB18P12","CB18P12__2018-06-22__03-04-06(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-22 03:04:00","2018-06-22"
"995",1728,"CB18P12","Sylvilagus floridanus","14/07/2018 7:23:00","14/07/2018","7:23:08",1916342,31939,532.3,22.2,"Imagenes_renombradas/CB18P12","CB18P12__2018-07-14__07-23-08(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-14 07:23:00","2018-07-14"
"996",1729,"CB18P12","Sylvilagus floridanus","14/07/2018 23:05:00","14/07/2018","23:05:26",52936,882,14.7,0.6,"Imagenes_renombradas/CB18P12","CB18P12__2018-07-14__23-05-26(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-14 23:05:00","2018-07-14"
"997",1730,"CB18P12","Sylvilagus floridanus","18/07/2018 3:10:00","18/07/2018","3:10:13",270284,4505,75.1,3.1,"Imagenes_renombradas/CB18P12","CB18P12__2018-07-18__03-10-13(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-18 03:10:00","2018-07-18"
"998",1731,"CB18P12","Sylvilagus floridanus","19/08/2018 20:07:00","19/08/2018","20:07:58",2816114,46935,782.2,32.6,"Imagenes_renombradas/CB18P12","CB18P12__2018-08-19__20-07-58(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-08-19 20:07:00","2018-08-19"
"999",1732,"CB18P12","Sylvilagus floridanus","19/08/2018 21:07:00","19/08/2018","21:07:58",3600,60,1,0,"Imagenes_renombradas/CB18P12","CB18P12__2018-08-19__21-07-58(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-08-19 21:07:00","2018-08-19"
"1000",1733,"CB18P12","Urocyon cinereoargenteus","11/07/2018 16:32:00","11/07/2018","16:32:56",0,0,0,0,"Imagenes_renombradas/CB18P12","CB18P12__2018-07-11__16-32-56(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-07-11 16:32:00","2018-07-11"
"1001",1734,"CB18P12","Urocyon cinereoargenteus","28/07/2018 3:42:00","28/07/2018","3:42:40",1418982,23650,394.2,16.4,"Imagenes_renombradas/CB18P12","CB18P12__2018-07-28__03-42-40(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-07-28 03:42:00","2018-07-28"
"1002",1743,"CB18P13","Conepatus leuconotus","20/06/2018 0:59:00","20/06/2018","0:59:07",0,0,0,0,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-20__00-59-07(1).JPG","Conepatus leuconotus","Species|Conepatus leuconotus","2018-06-20 00:59:00","2018-06-20"
"1003",1744,"CB18P13","Odocoileus virginianus","27/04/2018 0:10:00","27/04/2018","0:10:05",0,0,0,0,"Imagenes_renombradas/CB18P13","CB18P13__2018-04-27__00-10-05(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-04-27 00:10:00","2018-04-27"
"1004",1745,"CB18P13","Odocoileus virginianus","28/04/2018 21:36:00","28/04/2018","21:36:32",163526,2725,45.4,1.9,"Imagenes_renombradas/CB18P13","CB18P13__2018-04-28__21-36-32(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-04-28 21:36:00","2018-04-28"
"1005",1746,"CB18P13","Odocoileus virginianus","05/05/2018 9:30:00","5/05/2018","9:30:35",561240,9354,155.9,6.5,"Imagenes_renombradas/CB18P13","CB18P13__2018-05-05__09-30-35(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-05 09:30:00","2018-05-05"
"1006",1747,"CB18P13","Odocoileus virginianus","06/05/2018 20:35:00","6/05/2018","20:35:14",126276,2105,35.1,1.5,"Imagenes_renombradas/CB18P13","CB18P13__2018-05-06__20-35-14(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-06 20:35:00","2018-05-06"
"1007",1748,"CB18P13","Odocoileus virginianus","09/05/2018 18:29:00","9/05/2018","18:29:01",251624,4194,69.9,2.9,"Imagenes_renombradas/CB18P13","CB18P13__2018-05-09__18-29-01(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-09 18:29:00","2018-05-09"
"1008",1749,"CB18P13","Odocoileus virginianus","12/05/2018 4:35:00","12/05/2018","4:35:26",208973,3483,58,2.4,"Imagenes_renombradas/CB18P13","CB18P13__2018-05-12__04-35-26(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-12 04:35:00","2018-05-12"
"1009",1750,"CB18P13","Odocoileus virginianus","16/05/2018 0:26:00","16/05/2018","0:26:50",330681,5511,91.8,3.8,"Imagenes_renombradas/CB18P13","CB18P13__2018-05-16__00-26-50(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-16 00:26:00","2018-05-16"
"1010",1751,"CB18P13","Odocoileus virginianus","21/05/2018 0:17:00","21/05/2018","0:17:37",431444,7191,119.8,5,"Imagenes_renombradas/CB18P13","CB18P13__2018-05-21__00-17-37(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-21 00:17:00","2018-05-21"
"1011",1752,"CB18P13","Odocoileus virginianus","21/05/2018 12:08:00","21/05/2018","12:08:07",42562,709,11.8,0.5,"Imagenes_renombradas/CB18P13","CB18P13__2018-05-21__12-08-07(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-21 12:08:00","2018-05-21"
"1012",1753,"CB18P13","Odocoileus virginianus","21/05/2018 18:38:00","21/05/2018","18:38:15",23405,390,6.5,0.3,"Imagenes_renombradas/CB18P13","CB18P13__2018-05-21__18-38-15(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-21 18:38:00","2018-05-21"
"1013",1754,"CB18P13","Odocoileus virginianus","26/05/2018 19:13:00","26/05/2018","19:13:28",434110,7235,120.6,5,"Imagenes_renombradas/CB18P13","CB18P13__2018-05-26__19-13-28(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-26 19:13:00","2018-05-26"
"1014",1755,"CB18P13","Odocoileus virginianus","27/05/2018 22:10:00","27/05/2018","22:10:02",96921,1615,26.9,1.1,"Imagenes_renombradas/CB18P13","CB18P13__2018-05-27__22-10-02(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-27 22:10:00","2018-05-27"
"1015",1756,"CB18P13","Odocoileus virginianus","28/05/2018 21:16:00","28/05/2018","21:16:47",83202,1387,23.1,1,"Imagenes_renombradas/CB18P13","CB18P13__2018-05-28__21-16-47(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-28 21:16:00","2018-05-28"
"1016",1757,"CB18P13","Odocoileus virginianus","01/06/2018 18:56:00","1/06/2018","18:56:26",337176,5620,93.7,3.9,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-01__18-56-26(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-01 18:56:00","2018-06-01"
"1017",1758,"CB18P13","Odocoileus virginianus","02/06/2018 0:03:00","2/06/2018","0:03:51",18445,307,5.1,0.2,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-02__00-03-51(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-02 00:03:00","2018-06-02"
"1018",1759,"CB18P13","Odocoileus virginianus","04/06/2018 20:14:00","4/06/2018","20:14:20",245426,4090,68.2,2.8,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-04__20-14-20(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-04 20:14:00","2018-06-04"
"1019",1760,"CB18P13","Odocoileus virginianus","08/06/2018 11:54:00","8/06/2018","11:54:57",314490,5242,87.4,3.6,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-08__11-54-57(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-08 11:54:00","2018-06-08"
"1020",1761,"CB18P13","Odocoileus virginianus","09/06/2018 23:11:00","9/06/2018","23:11:09",126972,2116,35.3,1.5,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-09__23-11-09(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-09 23:11:00","2018-06-09"
"1021",1762,"CB18P13","Odocoileus virginianus","11/06/2018 23:42:00","11/06/2018","23:42:40",174668,2911,48.5,2,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-11__23-42-40(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-11 23:42:00","2018-06-11"
"1022",1763,"CB18P13","Odocoileus virginianus","12/06/2018 1:38:00","12/06/2018","1:38:46",6962,116,1.9,0.1,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-12__01-38-46(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-12 01:38:00","2018-06-12"
"1023",1764,"CB18P13","Odocoileus virginianus","12/06/2018 23:06:00","12/06/2018","23:06:03",77234,1287,21.4,0.9,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-12__23-06-03(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-12 23:06:00","2018-06-12"
"1024",1765,"CB18P13","Odocoileus virginianus","13/06/2018 2:15:00","13/06/2018","2:15:54",7756,129,2.1,0.1,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-13__02-15-54(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-13 02:15:00","2018-06-13"
"1025",1766,"CB18P13","Odocoileus virginianus","13/06/2018 4:29:00","13/06/2018","4:29:43",8029,134,2.2,0.1,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-13__04-29-43(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-13 04:29:00","2018-06-13"
"1026",1767,"CB18P13","Odocoileus virginianus","15/06/2018 23:45:00","15/06/2018","23:45:18",242132,4036,67.3,2.8,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-15__23-45-18(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-15 23:45:00","2018-06-15"
"1027",1768,"CB18P13","Odocoileus virginianus","18/06/2018 22:50:00","18/06/2018","22:50:10",255889,4265,71.1,3,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-18__22-50-10(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-18 22:50:00","2018-06-18"
"1028",1769,"CB18P13","Odocoileus virginianus","27/06/2018 1:46:00","27/06/2018","1:46:12",701614,11694,194.9,8.1,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-27__01-46-12(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-27 01:46:00","2018-06-27"
"1029",1770,"CB18P13","Odocoileus virginianus","27/06/2018 4:40:00","27/06/2018","4:40:57",10482,175,2.9,0.1,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-27__04-40-57(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-27 04:40:00","2018-06-27"
"1030",1771,"CB18P13","Odocoileus virginianus","01/07/2018 12:08:00","1/07/2018","12:08:26",372427,6207,103.5,4.3,"Imagenes_renombradas/CB18P13","CB18P13__2018-07-01__12-08-26(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-07-01 12:08:00","2018-07-01"
"1031",1772,"CB18P13","Odocoileus virginianus","02/07/2018 14:12:00","2/07/2018","14:12:18",93830,1564,26.1,1.1,"Imagenes_renombradas/CB18P13","CB18P13__2018-07-02__14-12-18(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-07-02 14:12:00","2018-07-02"
"1032",1773,"CB18P13","Odocoileus virginianus","02/07/2018 18:09:00","2/07/2018","18:09:30",14213,237,4,0.2,"Imagenes_renombradas/CB18P13","CB18P13__2018-07-02__18-09-30(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-07-02 18:09:00","2018-07-02"
"1033",1774,"CB18P13","Sylvilagus floridanus","20/06/2018 3:58:00","20/06/2018","3:58:49",0,0,0,0,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-20__03-58-49(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-20 03:58:00","2018-06-20"
"1034",1775,"CB18P13","Sylvilagus floridanus","21/06/2018 18:42:00","21/06/2018","18:42:07",139396,2323,38.7,1.6,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-21__18-42-07(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-21 18:42:00","2018-06-21"
"1035",1776,"CB18P13","Sylvilagus floridanus","22/06/2018 1:59:00","22/06/2018","1:59:05",25750,429,7.2,0.3,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-22__01-59-05(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-22 01:59:00","2018-06-22"
"1036",1777,"CB18P13","Sylvilagus floridanus","23/06/2018 20:01:00","23/06/2018","20:01:30",151343,2522,42,1.8,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-23__20-01-30(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-23 20:01:00","2018-06-23"
"1037",1778,"CB18P13","Sylvilagus floridanus","24/06/2018 5:38:00","24/06/2018","5:38:01",34589,576,9.6,0.4,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-24__05-38-01(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-24 05:38:00","2018-06-24"
"1038",1779,"CB18P13","Sylvilagus floridanus","26/06/2018 5:50:00","26/06/2018","5:50:51",173568,2893,48.2,2,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-26__05-50-51(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-26 05:50:00","2018-06-26"
"1039",1780,"CB18P13","Sylvilagus floridanus","26/06/2018 19:52:00","26/06/2018","19:52:49",50516,842,14,0.6,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-26__19-52-49(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-26 19:52:00","2018-06-26"
"1040",1781,"CB18P13","Sylvilagus floridanus","26/06/2018 22:50:00","26/06/2018","22:50:35",10664,178,3,0.1,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-26__22-50-35(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-26 22:50:00","2018-06-26"
"1041",1782,"CB18P13","Sylvilagus floridanus","27/06/2018 4:29:00","27/06/2018","4:29:17",17368,289,4.8,0.2,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-27__04-29-17(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-27 04:29:00","2018-06-27"
"1042",1783,"CB18P13","Sylvilagus floridanus","27/06/2018 18:53:00","27/06/2018","18:53:42",51863,864,14.4,0.6,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-27__18-53-42(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-27 18:53:00","2018-06-27"
"1043",1784,"CB18P13","Sylvilagus floridanus","29/06/2018 4:08:00","29/06/2018","4:08:17",119675,1995,33.2,1.4,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-29__04-08-17(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-29 04:08:00","2018-06-29"
"1044",1785,"CB18P13","Sylvilagus floridanus","02/07/2018 1:21:00","2/07/2018","1:21:47",249208,4153,69.2,2.9,"Imagenes_renombradas/CB18P13","CB18P13__2018-07-02__01-21-47(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-02 01:21:00","2018-07-02"
"1045",1786,"CB18P13","Sylvilagus floridanus","02/07/2018 5:51:00","2/07/2018","5:51:48",15750,262,4.4,0.2,"Imagenes_renombradas/CB18P13","CB18P13__2018-07-02__05-51-48(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-02 05:51:00","2018-07-02"
"1046",1787,"CB18P13","Sylvilagus floridanus","03/07/2018 5:58:00","3/07/2018","5:58:47",86817,1447,24.1,1,"Imagenes_renombradas/CB18P13","CB18P13__2018-07-03__05-58-47(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-03 05:58:00","2018-07-03"
"1047",1788,"CB18P13","Urocyon cinereoargenteus","21/06/2018 21:44:00","21/06/2018","21:44:54",0,0,0,0,"Imagenes_renombradas/CB18P13","CB18P13__2018-06-21__21-44-54(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-06-21 21:44:00","2018-06-21"
"1048",1792,"CB18P14","Lynx rufus","21/07/2018 0:11:00","21/07/2018","0:11:34",0,0,0,0,"Imagenes_renombradas/CB18P14","CB18P14__2018-07-21__00-11-34(1).JPG","Lynx rufus","Species|Lynx rufus","2018-07-21 00:11:00","2018-07-21"
"1049",1793,"CB18P14","Odocoileus virginianus","09/05/2018 11:29:00","9/05/2018","11:29:45",0,0,0,0,"Imagenes_renombradas/CB18P14","CB18P14__2018-05-09__11-29-45(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-09 11:29:00","2018-05-09"
"1050",1794,"CB18P14","Odocoileus virginianus","16/05/2018 22:26:00","16/05/2018","22:26:35",644207,10737,178.9,7.5,"Imagenes_renombradas/CB18P14","CB18P14__2018-05-16__22-26-35(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-16 22:26:00","2018-05-16"
"1051",1795,"CB18P14","Odocoileus virginianus","02/06/2018 18:53:00","2/06/2018","18:53:45",1456027,24267,404.4,16.8,"Imagenes_renombradas/CB18P14","CB18P14__2018-06-02__18-53-45(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-02 18:53:00","2018-06-02"
"1052",1796,"CB18P14","Odocoileus virginianus","01/07/2018 21:29:00","1/07/2018","21:29:47",2514960,41916,698.6,29.1,"Imagenes_renombradas/CB18P14","CB18P14__2018-07-01__21-29-47(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-07-01 21:29:00","2018-07-01"
"1053",1797,"CB18P14","Pecari tajacu","25/06/2018 20:13:00","25/06/2018","20:13:27",0,0,0,0,"Imagenes_renombradas/CB18P14","CB18P14__2018-06-25__20-13-27(1).JPG","Pecari tajacu","Species|Pecari tajacu","2018-06-25 20:13:00","2018-06-25"
"1054",1800,"CB18P14","Roedores","25/07/2018 3:12:00","25/07/2018","3:12:17",0,0,0,0,"Imagenes_renombradas/CB18P14","CB18P14__2018-07-25__03-12-17(1).JPG","Roedores","Species|Roedores","2018-07-25 03:12:00","2018-07-25"
"1055",1801,"CB18P14","Sylvilagus floridanus","20/06/2018 5:28:00","20/06/2018","5:28:36",0,0,0,0,"Imagenes_renombradas/CB18P14","CB18P14__2018-06-20__05-28-36(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-20 05:28:00","2018-06-20"
"1056",1802,"CB18P14","Sylvilagus floridanus","25/06/2018 6:59:00","25/06/2018","6:59:04",437427,7290,121.5,5.1,"Imagenes_renombradas/CB18P14","CB18P14__2018-06-25__06-59-04(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-25 06:59:00","2018-06-25"
"1057",1803,"CB18P14","Sylvilagus floridanus","26/06/2018 6:53:00","26/06/2018","6:53:02",86036,1434,23.9,1,"Imagenes_renombradas/CB18P14","CB18P14__2018-06-26__06-53-02(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-26 06:53:00","2018-06-26"
"1058",1804,"CB18P14","Sylvilagus floridanus","30/06/2018 5:38:00","30/06/2018","5:38:47",341143,5686,94.8,3.9,"Imagenes_renombradas/CB18P14","CB18P14__2018-06-30__05-38-47(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-30 05:38:00","2018-06-30"
"1059",1805,"CB18P14","Sylvilagus floridanus","05/07/2018 6:05:00","5/07/2018","6:05:38",433609,7227,120.5,5,"Imagenes_renombradas/CB18P14","CB18P14__2018-07-05__06-05-38(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-05 06:05:00","2018-07-05"
"1060",1806,"CB18P14","Sylvilagus floridanus","10/07/2018 5:28:00","10/07/2018","5:28:24",429764,7163,119.4,5,"Imagenes_renombradas/CB18P14","CB18P14__2018-07-10__05-28-24(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-10 05:28:00","2018-07-10"
"1061",1807,"CB18P14","Sylvilagus floridanus","24/07/2018 7:05:00","24/07/2018","7:05:09",1212173,20203,336.7,14,"Imagenes_renombradas/CB18P14","CB18P14__2018-07-24__07-05-09(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-24 07:05:00","2018-07-24"
"1062",1808,"CB18P14","Sylvilagus floridanus","19/08/2018 0:51:00","19/08/2018","0:51:25",2223974,37066,617.8,25.7,"Imagenes_renombradas/CB18P14","CB18P14__2018-08-19__00-51-25(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-08-19 00:51:00","2018-08-19"
"1063",1809,"CB18P14","Urocyon cinereoargenteus","20/07/2018 0:36:00","20/07/2018","0:36:52",0,0,0,0,"Imagenes_renombradas/CB18P14","CB18P14__2018-07-20__00-36-52(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-07-20 00:36:00","2018-07-20"
"1064",1810,"CB18P15","Lynx rufus","25/05/2018 9:15:00","25/05/2018","9:15:19",0,0,0,0,"Imagenes_renombradas/CB18P15","CB18P15__2018-05-25__09-15-19(1).JPG","Lynx rufus","Species|Lynx rufus","2018-05-25 09:15:00","2018-05-25"
"1065",1811,"CB18P15","Lynx rufus","29/05/2018 4:40:00","29/05/2018","4:40:16",329095,5485,91.4,3.8,"Imagenes_renombradas/CB18P15","CB18P15__2018-05-29__04-40-16(1).JPG","Lynx rufus","Species|Lynx rufus","2018-05-29 04:40:00","2018-05-29"
"1066",1812,"CB18P15","Lynx rufus","28/07/2018 6:41:00","28/07/2018","6:41:21",5191264,86521,1442,60.1,"Imagenes_renombradas/CB18P15","CB18P15__2018-07-28__06-41-21(1).JPG","Lynx rufus","Species|Lynx rufus","2018-07-28 06:41:00","2018-07-28"
"1067",1813,"CB18P15","Odocoileus virginianus","15/06/2018 20:45:00","15/06/2018","20:45:23",0,0,0,0,"Imagenes_renombradas/CB18P15","CB18P15__2018-06-15__20-45-23(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-06-15 20:45:00","2018-06-15"
"1068",1814,"CB18P15","Odocoileus virginianus","12/07/2018 20:26:00","12/07/2018","20:26:49",2331666,38861,647.7,27,"Imagenes_renombradas/CB18P15","CB18P15__2018-07-12__20-26-49(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-07-12 20:26:00","2018-07-12"
